Datetime,Tweet Id,Tweet,Username,Language,English,Sentiment,Composes,Tweet_clean,Tweet_preprocessed,Clean_Sentence
2022-10-20 03:42:21+00:00,1582940258370740224,"Serius tanya, gelombang resesi 2023 itu beneran? 
Bukannya secara ekonomi pribadi, kita udah resesi dari dulu?",Gianina1004,in,"Seriously ask, is the 2023 recession wave real?
Haven't we been in recession from a personal economic perspective?",Negative,"{'neg': 0.338, 'neu': 0.662, 'pos': 0.0, 'compound': -0.7691}",serius tanya gelombang resesi itu beneran bukanya secara ekonomi pribadi kita udah resesi dari dulu,"['serius', 'gelombang', 'resesi', 'beneran', 'buka', 'ekonomi', 'pribadi', 'udah', 'resesi']",serius gelombang resesi beneran buka ekonomi pribadi udah resesi
2022-10-20 03:16:54+00:00,1582933851554598912,"Since banyak banget orang ngomongin soal resesi global 2023, saya minggu ini ngobrol sama mas Teuku Riefky, peneliti dari LPEM UI soal issue ini dan gimana ekonomi Indonesia tahun depan di podcast SuarAkademia @ConversationIDN . Simak selengkapnya di :

https://t.co/FuGrT01luB",syarif_acil,in,"Since so many people are talking about the 2023 global recession, this week I chatted with Mr Teuku Riefky, a researcher from LPEM UI about this issue and what the Indonesian economy will look like next year on the SuarAkademia @ConversationIDN podcast. Read more at:

https://t.co/FuGrT01luB",Negative,"{'neg': 0.057, 'neu': 0.892, 'pos': 0.051, 'compound': -0.0772}",since banyak banget orang ngomongin soal resesi global saya mingu ini ngobrol sama mas teuku riefky peneliti dari lpem ui soal isue ini dan gimana ekonomi indonesia tahun depan di podcast suarakademia simak selengkapnya di,"['since', 'banget', 'orang', 'ngomongin', 'resesi', 'global', 'mingu', 'ngobrol', 'mas', 'teuku', 'riefky', 'teliti', 'lpem', 'ui', 'isue', 'gimana', 'ekonomi', 'indonesia', 'podcast', 'suarakademia', 'simak', 'lengkap']",since banget orang ngomongin resesi global mingu ngobrol mas teuku riefky teliti lpem ui isue gimana ekonomi indonesia podcast suarakademia simak lengkap
2022-10-20 03:09:08+00:00,1582931895805186048,"@refky5991 @notariantoss @IchaVarma Bukan..

Itu teknik yg membuat suatu konten dengan menyebarkan ketakutan..

Kaya konten resesi yg dibuat, judulnya kan 2023 menuju kehancuran dunia.

Nah, konten dia bkn org2 takut resesi dan milih nahan uangnya sedangkan ekonomi harus berputar biar ga terjadi resesi.. https://t.co/2QMlbbV5lh",AliciaVanAkker,in,"@refky5991 @notariantoss @IchaVarma No...

That's a technique that creates content by spreading fear.

Like the recession content that was created, the title is 2023 towards world destruction.

Well, his content isn't that people are afraid of a recession and choose to hold onto their money while the economy has to turn around so there's no recession.. https://t.co/2QMlbbV5lh",Negative,"{'neg': 0.173, 'neu': 0.652, 'pos': 0.174, 'compound': -0.4453}",bukan itu teknik yg membuat suatu konten dengan menyebarkan ketakutan kaya konten resesi yg dibuat judulnya kan menuju kehancuran dunia nah konten dia bkn org takut resesi dan milih nahan uangnya sedangkan ekonomi harus berputar biar ga terjadi resesi,"['teknik', 'konten', 'sebar', 'takut', 'kaya', 'konten', 'resesi', 'judul', 'hancur', 'dunia', 'konten', 'bkn', 'org', 'takut', 'resesi', 'milih', 'nahan', 'uang', 'ekonomi', 'putar', 'resesi']",teknik konten sebar takut kaya konten resesi judul hancur dunia konten bkn org takut resesi milih nahan uang ekonomi putar resesi
2022-10-20 03:01:03+00:00,1582929863660687361,Resesi ekonomi global diperkirakan tak terhindarkan terjadi pada 2023. Apa dampaknya ke Indonesia? https://t.co/rkebGcpVLO,KATADATAcoid,in,A global economic recession is predicted to inevitably occur in 2023. What impact will it have on Indonesia? https://t.co/rkebGcpVLO,Negative,"{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.4215}",resesi ekonomi global diperkirakan tak terhindarkan terjadi pada apa dampaknya ke indonesia,"['resesi', 'ekonomi', 'global', 'hindar', 'dampak', 'indonesia']",resesi ekonomi global hindar dampak indonesia
2022-10-20 03:00:00+00:00,1582929600274845696,"Pertanda... pertanda...
Dimana- mana lagi heboh soal ancaman resesi yang dipastikan akan mewarnai ekonomi Indonesia alias kita semua di 2023 #TemanKu.

🚀Jangan lupa Like, Comment &amp; Share konten +positif ini ke sosial mediamu ya!

#AsetKu 
#FinansialAmanSejahtera
#ResesiGlobal https://t.co/PeSjffkwGV",Asetku_id,in,"Sign... sign...
Everywhere is excited about the threat of recession which is certain to affect the Indonesian economy, aka all of us, in 2023 #MyFriends.

🚀Don't forget to Like, Comment & Share this +positive content on your social media!

#MyAssets
#FinancialSafeProsperous
#GlobalRecession https://t.co/PeSjffkwGV",Positive,"{'neg': 0.148, 'neu': 0.623, 'pos': 0.23, 'compound': 0.5571}",pertanda pertanda dimana mana lagi heboh soal ancaman resesi yang dipastikan akan mewarnai ekonomi indonesia alias kita semua di 🚀jangan lupa like coment amp share konten positif ini ke sosial mediamu ya,"['tanda', 'tanda', 'mana', 'heboh', 'ancam', 'resesi', 'warna', 'ekonomi', 'indonesia', 'alias', 'jangan', 'lupa', 'like', 'coment', 'share', 'konten', 'positif', 'sosial', 'media']",tanda tanda mana heboh ancam resesi warna ekonomi indonesia alias jangan lupa like coment share konten positif sosial media
2022-10-20 02:38:05+00:00,1582924081942306816,"Hanya 1 Tips menghadapi kondisi ekonomi 2023:
PERBANYAK BELANJA, KALAU MAU INVEST, LANGSUNG AJA MODALIN KE UKM PRODUKTIF.

Karena berulang kali negara kita selamat dari resesi ekonomi dunia justru karena perilaku konsumtif warganya.",madHink,in,"Just 1 tip for facing economic conditions in 2023:
SHOP MORE, IF YOU WANT TO INVEST, JUST CAPITAL DIRECTLY TO PRODUCTIVE SMEs.

Because our country has repeatedly survived world economic recessions precisely because of the consumerist behavior of its citizens.",Positive,"{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.7396}",hanya tips menghadapi kondisi ekonomi perbanyak belanja kalau mau invest langsung aja modalin ke ukm produktif karena berulang kali negara kita selamat dari resesi ekonomi dunia justru karena perilaku konsumtif warganya,"['tips', 'hadap', 'kondisi', 'ekonomi', 'banyak', 'belanja', 'invest', 'langsung', 'modalin', 'ukm', 'produktif', 'ulang', 'kali', 'negara', 'selamat', 'resesi', 'ekonomi', 'dunia', 'perilaku', 'konsumtif', 'warga']",tips hadap kondisi ekonomi banyak belanja invest langsung modalin ukm produktif ulang kali negara selamat resesi ekonomi dunia perilaku konsumtif warga
2022-10-20 02:29:03+00:00,1582921810722840576,"Tips Menghadapi Ancaman Resesi 2023, Bisa Diterapkan dari Sekarang https://t.co/bf8sHM9QUE #Ekonomi #Resesi2023 #ResesiEkonomi #Tips",wahananewsdotco,in,"Tips for Facing the Threat of Recession in 2023, Can Be Applied Now https://t.co/bf8sHM9QUE #Economy #Recession2023 #EconomicRecession #Tips",Negative,"{'neg': 0.279, 'neu': 0.721, 'pos': 0.0, 'compound': -0.7351}",tips menghadapi ancaman resesi bisa diterapkan dari sekarang,"['tips', 'hadap', 'ancam', 'resesi', 'terap']",tips hadap ancam resesi terap
2022-10-20 02:17:37+00:00,1582918932742406146,"Ekonomi Dunia 2023 Gelap! Perekonomian Indonesia dalam Bayang-Bayang Resesi 

Serahkan saja pada ahlinya.

#KonyolRupiahTKO 
#KonyolRupiahTKO 
👇👇👇
https://t.co/RWr6VCix6v",SangFajar51,in,"World Economy 2023 Dark! Indonesia's Economy in the Shadow of Recession

Just leave it to the experts.

#RidiculousRupiahTKO
#RidiculousRupiahTKO
👇👇👇
https://t.co/RWr6VCix6v",Negative,"{'neg': 0.125, 'neu': 0.875, 'pos': 0.0, 'compound': -0.5093}",ekonomi dunia gelap perekonomian indonesia dalam bayangbayang resesi serahkan saja pada ahlinya 👇,"['ekonomi', 'dunia', 'gelap', 'ekonomi', 'indonesia', 'bayangbayang', 'resesi', 'serah', 'ahli', '']",ekonomi dunia gelap ekonomi indonesia bayangbayang resesi serah ahli 
2022-10-20 01:17:54+00:00,1582903902973833216,Ya Allah jgn sampe tahun 2023 resesi ekonomi. serem bgt,modmod_18,in,"Oh God, don't let the economic recession arrive in 2023. really scary",Negative,"{'neg': 0.362, 'neu': 0.517, 'pos': 0.121, 'compound': -0.6361}",ya alah jgn sampe tahun resesi ekonomi seram sangat,"['alah', 'sampe', 'resesi', 'ekonomi', 'seram']",alah sampe resesi ekonomi seram
2022-10-19 23:14:45+00:00,1582872912528576513,"Kesempatan Dalam Kesempitan Bagi Investor Saham Ketika Resesi Ekonomi 2023 - https://t.co/w8boiz0jlS
Akankah rakyat juga punya kesempatan dalam kesempitan.⁉️
#KonyolRupiahTKO 
#KonyolRupiahTKO
👇👇👇
https://t.co/G5JsN07gse",netizenkritis51,in,"Opportunities in Shortfalls for Stock Investors During the 2023 Economic Recession - https://t.co/w8boiz0jlS
Will the people also have opportunities in adversity?⁉️
#RidiculousRupiahTKO
#RidiculousRupiahTKO
👇👇👇
https://t.co/G5JsN07gse",Negative,"{'neg': 0.122, 'neu': 0.764, 'pos': 0.114, 'compound': -0.1027}",kesempatan dalam kesempitan bagi investor saham ketika resesi ekonomi akankah rakyat juga punya kesempatan dalam kesempitan⁉️ 👇,"['sempat', 'sempit', 'investor', 'saham', 'resesi', 'ekonomi', 'rakyat', 'sempat', 'sempit', '']",sempat sempit investor saham resesi ekonomi rakyat sempat sempit 
2022-10-19 23:14:40+00:00,1582872893272494080,"Pariwisata Perlu Dukungan Pemerintah untuk Hadapi Resesi Ekonomi 2023 - https://t.co/kF30E5sQry

Rakyat juga perlu dukungan om.

#KonyolRupiahTKO 
#KonyolRupiahTKO
👇👇👇
https://t.co/1UGCrNEEgl",netizenkritis51,in,"Tourism Needs Government Support to Face the 2023 Economic Recession - https://t.co/kF30E5sQry

People also need support, uncle.

#RidiculousRupiahTKO
#RidiculousRupiahTKO
👇👇👇
https://t.co/1UGCrNEEgl",Positive,"{'neg': 0.075, 'neu': 0.78, 'pos': 0.145, 'compound': 0.3818}",pariwisata perlu dukungan pemerintah untuk hadapi resesi ekonomi rakyat juga perlu dukungan om 👇,"['pariwisata', 'dukung', 'perintah', 'hadap', 'resesi', 'ekonomi', 'rakyat', 'dukung', 'om', '']",pariwisata dukung perintah hadap resesi ekonomi rakyat dukung om 
2022-10-19 22:06:35+00:00,1582855758680838145,"@LambeResing 2020 sd 2022 Pandemi Covid-19
2023 Resesi Ekonomi Dunia
Pak @jokowi layak 3 Periode....

Bismillah Ketua Umum @PSSI",HerawanBoma,in,"@LambeResing 2020 to 2022 Covid-19 Pandemic
2023 World Economic Recession
Mr @jokowi deserves 3 terms....

Bismillah General Chair @PSSI",Negative,"{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.4215}",sd pandemi covid resesi ekonomi dunia pak layak periode bismilah ketua umum,"['sd', 'pandemi', 'covid', 'resesi', 'ekonomi', 'dunia', 'layak', 'periode', 'bismilah', 'ketua']",sd pandemi covid resesi ekonomi dunia layak periode bismilah ketua
2022-10-19 18:05:49+00:00,1582795167836172288,"2023 resesi ekonomi, abis lulus trus fresh graduate bakal sulit cari lapangan pekerjaan. Kenalan orang dalam ga bakal bantu banyak. Sekarang gua harus berserah sama Tuhan.

krn tanpa Dia, gua bisa ngetwit ini pun udah anugrah sebenarnya #ChangeMyMind",staxiony,in,"2023 economic recession, after graduating and fresh graduates will find it difficult to find work. Inside acquaintances won't help much. Now I have to surrender to God.

because without Him, me being able to tweet this is actually a blessing #ChangeMyMind",Neutral,"{'neg': 0.151, 'neu': 0.698, 'pos': 0.152, 'compound': 0.0108}",resesi ekonomi abis lulus trus fresh graduate bakal sulit cari lapangan pekerjan kenalan orang dalam ga bakal bantu banyak sekarang gua harus berserah sama tuhan krn tanpa dia gua bisa ngetwit ini pun udah anugrah sebenarnya,"['resesi', 'ekonomi', 'abis', 'lulus', 'trus', 'fresh', 'graduate', 'sulit', 'cari', 'lapang', 'pekerjan', 'kenal', 'orang', 'bantu', 'gua', 'serah', 'tuhan', 'gua', 'ngetwit', 'udah', 'anugrah']",resesi ekonomi abis lulus trus fresh graduate sulit cari lapang pekerjan kenal orang bantu gua serah tuhan gua ngetwit udah anugrah
2022-10-19 17:38:22+00:00,1582788258412789761,Pemerintah Indonesia telah nelakukan beberapa strategi untuk memulihkan ekonomi nasional di tengah ancaman resesi di tahun 2023. #airlanggahartarto #golkarindonesia #capres2024 #koalisiindonesiabersatu #kerjauntukindonesia @airlangga_hrt @golkar_id https://t.co/OEi0zvrVid,presiden__2024,in,The Indonesian government has implemented several strategies to restore the national economy amidst the threat of recession in 2023. #airlanggahartarto #golkarindonesia #capres2024 #koalisiindonesiabersatu #kerjauntukindonesia @airlangga_hrt @golkar_id https://t.co/OEi0zvrVid,Negative,"{'neg': 0.191, 'neu': 0.741, 'pos': 0.068, 'compound': -0.6124}",pemerintah indonesia telah nelakukan beberapa strategi untuk memulihkan ekonomi nasional di tengah ancaman resesi di tahun hrt id,"['perintah', 'indonesia', 'nelakukan', 'strategi', 'pulih', 'ekonomi', 'nasional', 'ancam', 'resesi', 'hrt', 'id']",perintah indonesia nelakukan strategi pulih ekonomi nasional ancam resesi hrt id
2022-10-19 17:17:15+00:00,1582782943579500544,"MENKO AIRLANGGA SIAPKAN STRATEGI HADAPI RESESI EKONOMI 2023
#AirlanggaHartarto #PartaiGolkar #KerjaUntukIndonesia #Capres2024 #pemiluserentak2024 #airlangga2024 #golkarindonesia #pemilu2024 https://t.co/FAwl7mwVyE",langenrakyat,in,"COUNCING MINISTER AIRLANGGA PREPARES STRATEGY TO FACE 2023 ECONOMIC RECESSION
#AirlanggaHartarto #PartaiGolkar #KerjaForIndonesia #Capres2024 #pemiluserentak2024 #airlangga2024 #golkarindonesia #pemilu2024 https://t.co/FAwl7mwVyE",Negative,"{'neg': 0.164, 'neu': 0.836, 'pos': 0.0, 'compound': -0.5473}",menko airlanga siapkan strategi hadapi resesi ekonomi,"['menko', 'airlanga', 'siap', 'strategi', 'hadap', 'resesi', 'ekonomi']",menko airlanga siap strategi hadap resesi ekonomi
2022-10-19 17:08:31+00:00,1582780746426900481,"Banyak Negara Terancam Alami Resesi Ekonomi 2023, Indonesia Termasuk? https://t.co/mK6ESInePH",edisi_co,in,"Many countries are threatened with economic recession in 2023, is Indonesia included? https://t.co/mK6ESInePH",Negative,"{'neg': 0.345, 'neu': 0.655, 'pos': 0.0, 'compound': -0.7003}",banyak negara terancam alami resesi ekonomi indonesia termasuk,"['negara', 'ancam', 'alami', 'resesi', 'ekonomi', 'indonesia']",negara ancam alami resesi ekonomi indonesia
2022-10-19 16:37:07+00:00,1582772845808975872,"Skrg ekonomi indo ga karuan. Mana 2023 katanya resesi, sy pribadi lebih pilih nabung— dan menyampingkan keinginan. Mana gw lg ‘hmm’.. jd emang perlu nabung sih. Hp selama yg dipake masih berfungsi pake aja sih.",rebahandbacot,in,"Now the Indonesian economy is in shambles. If 2023 is said to be a recession, I personally prefer to save—and put my desires aside. Where am I going 'hmm'... so I really need to save. As long as the cellphone you are using still works, just use it.",Positive,"{'neg': 0.054, 'neu': 0.88, 'pos': 0.066, 'compound': 0.1689}",skrg ekonomi indo ga karuan mana katanya resesi sy pribadi lebih pilih nabung— dan menyampingkan keinginan mana saya lg ‘hm’ jd emang perlu nabung sih hp selama yg dipake masih berfungsi pake aja sih,"['skrg', 'ekonomi', 'indo', 'karuan', 'resesi', 'sy', 'pribadi', 'pilih', 'nabung', 'samping', '', 'hm', '', 'emang', 'nabung', 'hp', 'dipake', 'fungsi', 'pake']",skrg ekonomi indo karuan resesi sy pribadi pilih nabung samping  hm  emang nabung hp dipake fungsi pake
2022-10-19 16:04:08+00:00,1582764545273397252,"@tanyakanrl 2023 lebih parah bcz bakalan ada krisis ekonomi dunia efek dari pandemi kemarin, kalo diliat dr perekonomian indo yg sekarang kemungkinan besar indo bakal kena resesi",mommysegs,in,"@tanyakanrl 2023 will be worse bcz there will be a world economic crisis as a result of yesterday's pandemic, if you look at the current Indonesian economy it is very likely that Indonesia will hit a recession",Negative,"{'neg': 0.227, 'neu': 0.773, 'pos': 0.0, 'compound': -0.875}",lebih parah bcz bakalan ada krisis ekonomi dunia efek dari pandemi kemarin kalo diliat dr perekonomian indo yg sekarang kemungkinan besar indo bakal kena resesi,"['parah', 'bcz', 'krisis', 'ekonomi', 'dunia', 'efek', 'pandemi', 'kemarin', 'liat', 'ekonomi', 'indo', 'indo', 'kena', 'resesi']",parah bcz krisis ekonomi dunia efek pandemi kemarin liat ekonomi indo indo kena resesi
2022-10-19 15:46:40+00:00,1582760150946828290,@LUNERPW Ngobrol tentang perkembangan ekonomi untuk mencegah resesi di tahun 2023?,kwrinaf,in,@LUNERPW Chat about economic developments to prevent a recession in 2023?,Negative,"{'neg': 0.217, 'neu': 0.698, 'pos': 0.085, 'compound': -0.4019}",ngobrol tentang perkembangan ekonomi untuk mencegah resesi di tahun,"['ngobrol', 'kembang', 'ekonomi', 'cegah', 'resesi']",ngobrol kembang ekonomi cegah resesi
2022-10-19 15:24:37+00:00,1582754599546785793,"[NGAJI SHUBUH Episode 886]

Kajian Sistem Ekonomi Islam
ANCAMAN RESESI EKONOMI 2023 : SIAPKAH INDONESIA MENGHADAPINYA?

🎙️ Ustadz DWI CONDRO TRIONO, Ph.D
Host:  Muhammad Supriadi

https://t.co/JmH2Yq9miM",abufirnas1453,in,"[FORDAY NGAJI Episode 886]

Study of the Islamic Economic System
THREAT OF ECONOMIC RECESSION 2023: IS INDONESIA READY TO FACE IT?

🎙️ Ustadz DWI CONDRO TRIONO, Ph.D
Host: Muhammad Supriadi

https://t.co/JmH2Yq9miM",Negative,"{'neg': 0.192, 'neu': 0.727, 'pos': 0.081, 'compound': -0.6633}",ngaji shubuh episode kajian sistem ekonomi islam ancaman resesi ekonomi siapkah indonesia menghadapinya 🎙️ ustadz dwi condro triono phd host muhamad supriadi,"['ngaji', 'shubuh', 'episode', 'kaji', 'sistem', 'ekonomi', 'islam', 'ancam', 'resesi', 'ekonomi', 'siap', 'indonesia', 'hadap', '', 'ustadz', 'dwi', 'condro', 'triono', 'phd', 'host', 'muhamad', 'supriadi']",ngaji shubuh episode kaji sistem ekonomi islam ancam resesi ekonomi siap indonesia hadap  ustadz dwi condro triono phd host muhamad supriadi
2022-10-19 15:06:22+00:00,1582750009321172992,@convomfs 2023 prediksi bakal resesi ekonomi... Just saying.,senyom,in,@convomfs 2023 predicts an economic recession... Just saying.,Negative,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.4215}",prediksi bakal resesi ekonomi just saying,"['prediksi', 'resesi', 'ekonomi', 'just', 'saying']",prediksi resesi ekonomi just saying
2022-10-19 13:31:04+00:00,1582726022470172672,ini apasih drama drama ekonomi resesi 2023 ga penting amat,kriuktelor,in,Is this drama about the 2023 economic recession not really important?,Negative,"{'neg': 0.339, 'neu': 0.661, 'pos': 0.0, 'compound': -0.5587}",ini apasih drama drama ekonomi resesi ga penting amat,"['apasih', 'drama', 'drama', 'ekonomi', 'resesi']",apasih drama drama ekonomi resesi
2022-10-19 13:27:42+00:00,1582725177665671168,"Terkait isu resesi ekonomi 2023, ada baiknya kalian pegang cash deh. Jual sebagian dari apa yang kalian punya secepatnya. Kasih harga bawah aja gapapa yang penting cepet laku. Terutama kalo kalian punya sepatu roda inline skate size 42, jual di harga bawah, DM sini deh.",gilangsirama,in,"Regarding the issue of the 2023 economic recession, it's a good idea for you to hold cash. Sell ​​some of what you have as soon as possible. Just give a lower price, it doesn't matter what's important is that it sells quickly. Especially if you have size 42 inline skates, selling them at the lowest price, DM here.",Negative,"{'neg': 0.158, 'neu': 0.798, 'pos': 0.045, 'compound': -0.656}",terkait isu resesi ekonomi ada baiknya kalian pegang cash deh jual sebagian dari apa yang kalian punya secepatnya kasih harga bawah aja gapapa yang penting cepet laku terutama kalo kalian punya sepatu roda inline skate size jual di harga bawah dm sini deh,"['kait', 'isu', 'resesi', 'ekonomi', 'baik', 'pegang', 'cash', 'deh', 'jual', 'cepat', 'kasih', 'harga', 'gapapa', 'cepet', 'laku', 'sepatu', 'roda', 'inline', 'skate', 'size', 'jual', 'harga', 'deh']",kait isu resesi ekonomi baik pegang cash deh jual cepat kasih harga gapapa cepet laku sepatu roda inline skate size jual harga deh
2022-10-19 13:06:27+00:00,1582719831077359617,"@raymondchins @ernestprakasa Bang kalau mau klarifikasi atau benerin info yg simpang siur pake video bang biar org bisa dengerin lagi pengetahuan lu bahas resesi dan bagaimana cara kerja ekonomi suatu negara berjalan . bnyk nih bapak""yg udh ngalamin kjadian tahun 1998 dan pengen tau sekiamat apa 2023 nnti.",yusraahaa,in,"@raymondchins @ernestprakasa Bro, if you want to clarify or correct confusing information, use a video, bro, so people can listen to your knowledge about recessions and how a country's economy works. There are many fathers who have experienced the events of 1998 and want to know what the end of 2023 will be like.",Positive,"{'neg': 0.033, 'neu': 0.877, 'pos': 0.089, 'compound': 0.296}",bang kalau mau klarifikasi atau benerin info yg simpang siur pake video bang biar org bisa dengerin lagi pengetahuan lu bahas resesi dan bagaimana cara kerja ekonomi suatu negara berjalan bnyk nih bapakyg udh ngalamin kjadian tahun dan pengen tau sekiamat apa nti,"['bang', 'klarifikasi', 'benerin', 'info', 'simpang', 'siur', 'pake', 'video', 'bang', 'org', 'dengerin', 'tahu', 'lu', 'bahas', 'resesi', 'kerja', 'ekonomi', 'negara', 'jalan', 'bnyk', 'bapakyg', 'udh', 'ngalamin', 'kjadian', 'ken', 'kiamat', 'nti']",bang klarifikasi benerin info simpang siur pake video bang org dengerin tahu lu bahas resesi kerja ekonomi negara jalan bnyk bapakyg udh ngalamin kjadian ken kiamat nti
2022-10-19 12:13:09+00:00,1582706417596739586,Begini Strategi Pengusaha Jogja Hadapi Resesi Ekonomi 2023 https://t.co/C9a86q2ujU #beritajogja #jogja #jogjaistimewa https://t.co/f8VMghGs0j,Harian_Jogja,in,This is the Strategy of Jogja Entrepreneurs to Face the 2023 Economic Recession https://t.co/C9a86q2ujU #beritajogja #jogja #jogjaistimewa https://t.co/f8VMghGs0j,Negative,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.4215}",begini strategi pengusaha jogja hadapi resesi ekonomi,"['strategi', 'usaha', 'jogja', 'hadap', 'resesi', 'ekonomi']",strategi usaha jogja hadap resesi ekonomi
2022-10-19 12:04:18+00:00,1582704188307697664,"Kenapa banyak #BebasCemas , apa karena ekonomi 2023 di prediksi Resesi.",rasssenja,in,"Why are there so many #WorryFree, because the 2023 economy is predicted to be a recession.",Negative,"{'neg': 0.157, 'neu': 0.843, 'pos': 0.0, 'compound': -0.4215}",kenapa banyak apa karena ekonomi di prediksi resesi,"['ekonomi', 'prediksi', 'resesi']",ekonomi prediksi resesi
2022-10-19 12:00:33+00:00,1582703245235216384,"resesi di tahun 2023 katanya ekonomi global bakalan gelap, harus cepet punya kerja sebelum taun baru ini mah biar #BebasCemas 😔",whimderfull,in,"recession in 2023, he said, the global economy will be dark, you have to quickly get a job before this new year so you can be #WorryFree 😔",Negative,"{'neg': 0.09, 'neu': 0.868, 'pos': 0.042, 'compound': -0.3612}",resesi di tahun katanya ekonomi global bakalan gelap harus cepet punya kerja sebelum taun baru ini mah biar 😔,"['resesi', 'ekonomi', 'global', 'gelap', 'cepet', 'kerja', 'taun', 'mah', '']",resesi ekonomi global gelap cepet kerja taun mah 
2022-10-19 11:36:26+00:00,1582697176198963200,Rebahan sambil mikirin resesi ekonomi 2023 agak berat juga ya,mmaaaull,in,"Lying down while thinking about the 2023 economic recession is a bit heavy too, right?",Negative,"{'neg': 0.323, 'neu': 0.677, 'pos': 0.0, 'compound': -0.7351}",rebahan sambil mikirin resesi ekonomi agak berat juga ya,"['rebah', 'mikirin', 'resesi', 'ekonomi', 'berat']",rebah mikirin resesi ekonomi berat
2022-10-19 10:55:34+00:00,1582686892512120832,"@jokowi Tidak usah berambisi pak, thn 2023 dunia akan mengalami resesi fokuslah pada ekonomi dalam negeri bgmn caranya agar tdk terdampak, masih saja ambisi IKN IKN ga terlalu darurat lah, nnti blunder seperti kereta cepat gmn tanggung jawab nya",junichirich,in,"@jokowi No need to be ambitious sir, in 2023 the world will experience a recession, focus on the domestic economy, how to avoid being affected, IKN's ambition is still not that urgent, lest it be a blunder like a fast train, what's the responsibility?",Negative,"{'neg': 0.196, 'neu': 0.698, 'pos': 0.106, 'compound': -0.4199}",tidak usah berambisi pak thn dunia akan mengalami resesi fokuslah pada ekonomi dalam negeri bgmn caranya agar tdk terdampak masih saja ambisi ikn ikn ga terlalu darurat lah nti blunder seperti kereta cepat gmn tangung jawab nya,"['ambisi', 'dunia', 'alami', 'resesi', 'fokus', 'ekonomi', 'negeri', 'dampak', 'ambisi', 'ikn', 'ikn', 'darurat', 'nti', 'blunder', 'kereta', 'cepat', 'gmn', 'tangung']",ambisi dunia alami resesi fokus ekonomi negeri dampak ambisi ikn ikn darurat nti blunder kereta cepat gmn tangung
2022-10-19 10:48:20+00:00,1582685070090977281,Fitch Ratings Sebut Ekonomi AS Resesi Pada Maret 2023 #ekonomi https://t.co/kf0WJjH8GH,haberturkiye81,in,Fitch Ratings Calls US Economy a Recession in March 2023 #economy https://t.co/kf0WJjH8GH,Negative,"{'neg': 0.203, 'neu': 0.797, 'pos': 0.0, 'compound': -0.4215}",fitch ratings sebut ekonomi as resesi pada maret,"['fitch', 'ratings', 'ekonomi', 'as', 'resesi', 'maret']",fitch ratings ekonomi as resesi maret
2022-10-19 10:23:04+00:00,1582678714634027011,"Ancaman Resesi Ekonomi 2023, Siapkah Indonesia? https://t.co/NUaDek0YOr",kompasiana,in,"Threat of Economic Recession in 2023, Is Indonesia Ready? https://t.co/NUaDek0YOr",Negative,"{'neg': 0.395, 'neu': 0.446, 'pos': 0.159, 'compound': -0.5719}",ancaman resesi ekonomi siapkah indonesia,"['ancam', 'resesi', 'ekonomi', 'siap', 'indonesia']",ancam resesi ekonomi siap indonesia
2022-10-19 10:12:24+00:00,1582676028245258241,"@tanyakanrl Apakah 2023 beneran gelap seperti kata pak presiden? Aku abis nonton podcast soal itu, ekonomi yang mandek atau resesi (?) Dan orang-orang sedang bersiap-siap?",AnotherChange_,in,"@tanyakanrl Is 2023 really as dark as the president said? I just watched a podcast about that, a stagnant economy or recession (?) and people are getting ready?",Negative,"{'neg': 0.105, 'neu': 0.817, 'pos': 0.079, 'compound': -0.212}",apakah beneran gelap seperti kata pak presiden aku abis nonton podcast soal itu ekonomi yang mandek atau resesi dan orangorang sedang bersiapsiap,"['beneran', 'gelap', 'presiden', 'abis', 'nonton', 'podcast', 'ekonomi', 'mandek', 'resesi', 'orangorang', 'bersiapsiap']",beneran gelap presiden abis nonton podcast ekonomi mandek resesi orangorang bersiapsiap
2022-10-19 08:54:04+00:00,1582656317097127936,"@worksfess menrut gue 2023 engga resesii sii, paling slow growth ekonomi gt. 

jgn ampe deh 2023 resesi, klo resepsi baru gpp. jhaa",Fjrin9,in,"@worksfess I don't think 2023 will be a recession, the slowest economic growth will be.
Don't let it be a recession in 2023, it's okay if there's a new reception. jhaa",Negative,"{'neg': 0.151, 'neu': 0.728, 'pos': 0.121, 'compound': -0.2732}",menrut gue enga resesi si paling slow growth ekonomi gt jgn ampe deh resesi klo resepsi baru gp jha,"['menrut', 'gue', 'enga', 'resesi', 'slow', 'growth', 'ekonomi', 'gt', 'ampe', 'deh', 'resesi', 'resepsi', 'gp', 'jha']",menrut gue enga resesi slow growth ekonomi gt ampe deh resesi resepsi gp jha
