Datetime,Tweet Id,Tweet,Username,Language,Tweet_clean,Tweet_preprocessed,Clean_Sentence,English,Sentiment,Composes
2022-11-07 14:59:58+00:00,1589633767542763520,"Ekonomi Indonesia tumbuh 5,72% selama kuartal III-2022, suatu pertumbuhan yg bagus. Pantas saja dikatakan ekonomi Indonesia bertengger 10 besar dunia.

Ayo tetap optimis, semoga tahun 2023 Indonesia bisa terbebas dari resesi ekonomi yang mengancam dunia.

https://t.co/zKQqFntfgs",kh_notodiputro,in,ekonomi indonesia tumbuh selama kuartal i suatu pertumbuhan yg bagus pantas saja dikatakan ekonomi indonesia bertenger besar dunia ayo tetap optimis semoga tahun indonesia bisa terbebas dari resesi ekonomi yang mengancam dunia,"['ekonomi', 'indonesia', 'tumbuh', 'kuartal', 'i', 'tumbuh', 'bagus', 'ekonomi', 'indonesia', 'bertenger', 'dunia', 'ayo', 'optimis', 'moga', 'indonesia', 'bebas', 'resesi', 'ekonomi', 'ancam', 'dunia']",ekonomi indonesia tumbuh kuartal i tumbuh bagus ekonomi indonesia bertenger dunia ayo optimis moga indonesia bebas resesi ekonomi ancam dunia,"Indonesia's economy grew in the first quarter, grew well, Indonesia's economy is world-class. Let's be optimistic, hopefully Indonesia will be free from an economic recession that threatens the world",Positive,"{'neg': 0.139, 'neu': 0.593, 'pos': 0.268, 'compound': 0.6124}"
2022-11-07 13:42:58+00:00,1589614387362353152,"Bisa Keluar dari Jebakan Resesi Global 2023, Ini Kekuatan Ekonomi RI #LengkapCepatBeritanya #Keuangan #Ekonomi #Ekonomi #EkonomiIndonesia . https://t.co/7VYuk1hxP5",okezonenews,in,bisa keluar dari jebakan resesi global ini kekuatan ekonomi indonesia,"['jebak', 'resesi', 'global', 'kuat', 'ekonomi', 'indonesia']",jebak resesi global kuat ekonomi indonesia,the trap of the strong global recession of the Indonesian economy,Negative,"{'neg': 0.311, 'neu': 0.488, 'pos': 0.201, 'compound': -0.2023}"
2022-11-07 13:32:12+00:00,1589611679071236100,"Antisipasi Krisis Pangan dan Resesi Ekonomi, Food Station Perkuat Program Ketahanan Pangan Jakarta di 2023  https://t.co/efhpJkvA6r",suaramerdeka,in,antisipasi krisis pangan dan resesi ekonomi fod station perkuat program ketahanan pangan jakarta di,"['antisipasi', 'krisis', 'pangan', 'resesi', 'ekonomi', 'fod', 'station', 'kuat', 'program', 'tahan', 'pangan', 'jakarta']",antisipasi krisis pangan resesi ekonomi fod station kuat program tahan pangan jakarta,anticipating food crisis economic recession strong fod station food security program jakarta,Negative,"{'neg': 0.335, 'neu': 0.388, 'pos': 0.277, 'compound': -0.296}"
2022-11-07 12:56:02+00:00,1589602575833518080,"Heboh Ancaman Resesi 2023, Tabungan Emas Bisa Jadi Solusi? #LengkapCepatBeritanya #Keuangan #Ekonomi #Ekonomi #EkonomiIndonesia . https://t.co/52DTSA5BFr",okezonenews,in,heboh ancaman resesi tabungan emas bisa jadi solusi,"['heboh', 'ancam', 'resesi', 'tabung', 'emas', 'solusi']",heboh ancam resesi tabung emas solusi,excitement threatens to recession gold tube solution,Neutral,"{'neg': 0.388, 'neu': 0.216, 'pos': 0.396, 'compound': 0.0258}"
2022-11-07 12:31:41+00:00,1589596447942488064,"Ancaman Resesi 2023, Gelombang PHK Bisa Ditekan? #LengkapCepatBeritanya #Keuangan #Ekonomi #Ekonomi #EkonomiIndonesia . https://t.co/lNO8BzpzZm",okezonenews,in,ancaman resesi gelombang phk bisa ditekan,"['ancam', 'resesi', 'gelombang', 'phk', 'tekan']",ancam resesi gelombang phk tekan,threatens recession waves of layoffs pressure,Negative,"{'neg': 0.717, 'neu': 0.283, 'pos': 0.0, 'compound': -0.765}"
2022-11-07 12:22:26+00:00,1589594122545168385,"Salah satu tantangan utama tahun 2023 dalam mengantisipisasi resesi ekonomi adalah soal ketahanan pangan. Karena itu, Gus Muhaimin mendorong pemerintah agar memprioritaskan upaya memperkuat ketahanan pangan nasional.

#gaspoll #GusMuhaiminAsikPoll #CakImin #KetahananPangan https://t.co/6bTuS3Y63G",gaspoll2024,in,salah satu tantangan utama tahun dalam mengantisipisasi resesi ekonomi adalah soal ketahanan pangan karena itu gus muhaimin mendorong pemerintah agar memprioritaskan upaya memperkuat ketahanan pangan nasional,"['salah', 'tantang', 'utama', 'mengantisipisasi', 'resesi', 'ekonomi', 'tahan', 'pangan', 'gus', 'muhaimin', 'dorong', 'perintah', 'prioritas', 'upaya', 'kuat', 'tahan', 'pangan', 'nasional']",salah tantang utama mengantisipisasi resesi ekonomi tahan pangan gus muhaimin dorong perintah prioritas upaya kuat tahan pangan nasional,"One of the main challenges is anticipating a food-secure economic recession, Gus Muhaimin pushes for priority orders to strengthen national food security",Positive,"{'neg': 0.104, 'neu': 0.672, 'pos': 0.224, 'compound': 0.296}"
2022-11-07 11:49:30+00:00,1589585833879035906,"Katanya taun 2023 Resesi (Krisis ekonomi global) disaat orang-orang sibuk ngumpulin dana darurat untuk 2023, saya sibuk mikirin,besok bisa makan ngga ya?",duabelasdotco,in,katanya taun resesi krisis ekonomi global disat orangorang sibuk ngumpulin dana darurat untuk saya sibuk mikirinbesok bisa makan nga ya,"['taun', 'resesi', 'krisis', 'ekonomi', 'global', 'sat', 'orangorang', 'sibuk', 'ngumpulin', 'dana', 'darurat', 'sibuk', 'mikirinbesok', 'makan', 'nga']",taun resesi krisis ekonomi global sat orangorang sibuk ngumpulin dana darurat sibuk mikirinbesok makan nga,the year of the global economic crisis recession when people were busy collecting emergency funds busy thinking about what to eat tomorrow,Negative,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.8591}"
2022-11-07 10:59:19+00:00,1589573202702917632,Banggar DPR: Ekonomi Kian Bangkit di Tengah Ancaman Resesi 2023 https://t.co/ZeEQ0hToUS,beritasampit1,in,bangar dpr ekonomi kian bangkit di tengah ancaman resesi,"['bangar', 'dpr', 'ekonomi', 'kian', 'bangkit', 'ancam', 'resesi']",bangar dpr ekonomi kian bangkit ancam resesi,bangar dpr the economy is getting up and threatening recession,Negative,"{'neg': 0.437, 'neu': 0.563, 'pos': 0.0, 'compound': -0.7351}"
2022-11-07 10:32:05+00:00,1589566349818630146,Banggar DPR Optimis Ekonomi Nasional Tetap Tumbuh di Tengah Ancaman Resesi 2023 https://t.co/80S79F9aq2,jurnascom,in,bangar dpr optimis ekonomi nasional tetap tumbuh di tengah ancaman resesi,"['bangar', 'dpr', 'optimis', 'ekonomi', 'nasional', 'tumbuh', 'ancam', 'resesi']",bangar dpr optimis ekonomi nasional tumbuh ancam resesi,"bangar dpr is optimistic that the national economy will grow, threatening recession",Negative,"{'neg': 0.354, 'neu': 0.514, 'pos': 0.131, 'compound': -0.5994}"
2022-11-07 10:11:16+00:00,1589561114580647937,"APBD 2023 hrs bs mengantisipasi dampak resesi ekonomi, yg diduga bakal menerjang seluruh penjuru dunia. 
#DemokratPilihanRakyat
AHY Politikus Mendunia 
 #2024DemokratKuat
 https://t.co/1uoT3CkMcm",KartinaSukawati,in,apbd hrs bs mengantisipasi dampak resesi ekonomi yg diduga bakal menerjang seluruh penjuru dunia ahy politikus mendunia,"['apbd', 'hrs', 'bs', 'antisipasi', 'dampak', 'resesi', 'ekonomi', 'duga', 'terjang', 'penjuru', 'dunia', 'ahy', 'politikus', 'dunia']",apbd hrs bs antisipasi dampak resesi ekonomi duga terjang penjuru dunia ahy politikus dunia,"APBD must be able to anticipate the impact of the economic recession, predict what will happen to the whole world, world politicians",Negative,"{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.4215}"
2022-11-07 08:48:41+00:00,1589540328255926272,Saya rasa gausa takut resesi 2023 soalnya pake ekonomi pro mod apk alias ekonom indo udah top top minusnya indo cuma 1 yakni orang2 yang live tiktok minta beras gajelas padahal sehat jasmani rohani mending dijegurno nak kali,vrqrbb,in,saya rasa gausa takut resesi soalnya pake ekonomi pro mod apk alias ekonom indo udah top top minusnya indo cuma yakni orang yang live tiktok minta beras gajelas padahal sehat jasmani rohani mending dijegurno nak kali,"['gausa', 'takut', 'resesi', 'pake', 'ekonomi', 'pro', 'mod', 'apk', 'alias', 'ekonom', 'indo', 'udah', 'top', 'top', 'minus', 'indo', 'orang', 'live', 'tiktok', 'beras', 'gajelas', 'sehat', 'jasmani', 'rohani', 'mending', 'dijegurno', 'nak', 'kali']",gausa takut resesi pake ekonomi pro mod apk alias ekonom indo udah top top minus indo orang live tiktok beras gajelas sehat jasmani rohani mending dijegurno nak kali,gausa is afraid of recession using economics pro mod apk alias indo economist is already top top minus indo people live tiktok rice it's not clear that it's better to be physically and mentally healthy,Positive,"{'neg': 0.115, 'neu': 0.672, 'pos': 0.213, 'compound': 0.4966}"
2022-11-07 08:01:31+00:00,1589528461177126912,"Isu resesi ekonomi di 2023 kian merebak. Lantas, apa saja ya yang mesti dilakukan supaya tak konsumtif di tengah potensi resesi? Cari tahu tipsnya di infografis berikut, yuk! 👀🙌🏻 #focus #antreiphone14 #infog https://t.co/0QjmDneZuH https://t.co/d8OGdEiK45",kumparan,in,isu resesi ekonomi di kian merebak lantas apa saja ya yang mesti dilakukan supaya tak konsumtif di tengah potensi resesi cari tahu tipsnya di infografis berikut yuk 👀🙌🏻,"['isu', 'resesi', 'ekonomi', 'kian', 'rebak', 'lantas', 'mesti', 'konsumtif', 'potensi', 'resesi', 'cari', 'tipsnya', 'infografis', 'yuk', '']",isu resesi ekonomi kian rebak lantas mesti konsumtif potensi resesi cari tipsnya infografis yuk ,"The issue of an economic recession is becoming more widespread, so we have to be consumptive with the potential for a recession, let's look for infographic tips",Negative,"{'neg': 0.183, 'neu': 0.817, 'pos': 0.0, 'compound': -0.6808}"
2022-11-07 06:10:37+00:00,1589500549271293952,"""APBD 2023 harus bisa mengantisipasi dampak resesi ekonomi, yang diduga bakal menerjang seluruh penjuru dunia. postur anggaran yang harus lebih banyak memberikan perhatian untuk pelaku UMKM."" - Mujiyono - https://t.co/S8HbWChxlZ",Demokrat_TV,in,apbd harus bisa mengantisipasi dampak resesi ekonomi yang diduga bakal menerjang seluruh penjuru dunia postur angaran yang harus lebih banyak memberikan perhatian untuk pelaku usaha mikro kecil menengah mujiyono,"['apbd', 'antisipasi', 'dampak', 'resesi', 'ekonomi', 'duga', 'terjang', 'penjuru', 'dunia', 'postur', 'angaran', 'perhati', 'laku', 'usaha', 'mikro', 'tengah', 'mujiyono']",apbd antisipasi dampak resesi ekonomi duga terjang penjuru dunia postur angaran perhati laku usaha mikro tengah mujiyono,APBD Anticipates Impact of Economic Recession Predicts what will hit the world,Negative,"{'neg': 0.203, 'neu': 0.797, 'pos': 0.0, 'compound': -0.4215}"
2022-11-07 04:49:03+00:00,1589480022569791488,"Pertumbuhan ekonomi ini Sekaligus menyumpal mulut orang2 yang menggemborkan :
""RESESI,2023 GELAP,KRISIS EKONOMI DAN ISTILAH MENAKUTKAN LAINNYA""",U_RamlanGinting,in,pertumbuhan ekonomi ini sekaligus menyumpal mulut orang yang mengemborkan resesi gelapkrisis ekonomi dan istilah menakutkan lainya,"['tumbuh', 'ekonomi', 'sumpal', 'mulut', 'orang', 'mengemborkan', 'resesi', 'gelapkrisis', 'ekonomi', 'istilah', 'takut', 'lai']",tumbuh ekonomi sumpal mulut orang mengemborkan resesi gelapkrisis ekonomi istilah takut lai,growing economy shuts people mouth recession dark economic crisis term fear lai,Negative,"{'neg': 0.51, 'neu': 0.404, 'pos': 0.086, 'compound': -0.8555}"
2022-11-07 04:07:02+00:00,1589469448129638400,"Gubernur Jawa Barat Mochamad @ridwankamil mengajak paguyuban Bundo Kanduang Rantau Jabar bersinergi dengan warga tanah Pasundan dalam menjaga pertumbuhan ekonomi dari ancaman resesi 2023.

https://t.co/wYsyTsJ2D5",Sobat_Juara,in,gubernur jawa barat mochamad mengajak paguyuban bundo kanduang rantau jabar bersinergi dengan warga tanah pasundan dalam menjaga pertumbuhan ekonomi dari ancaman resesi,"['gubernur', 'jawa', 'barat', 'mochamad', 'ajak', 'paguyuban', 'bundo', 'kanduang', 'rantau', 'jabar', 'sinergi', 'warga', 'tanah', 'pasundan', 'jaga', 'tumbuh', 'ekonomi', 'ancam', 'resesi']",gubernur jawa barat mochamad ajak paguyuban bundo kanduang rantau jabar sinergi warga tanah pasundan jaga tumbuh ekonomi ancam resesi,"West Java governor Mochamad invites the Bundo Kanduang Association of West Java to synergize Pasundan residents to keep the economy growing, threatening recession",Negative,"{'neg': 0.222, 'neu': 0.717, 'pos': 0.061, 'compound': -0.6705}"
2022-11-07 03:02:22+00:00,1589453177551982593,"PT Bukalapak com Tbk  (BUKA) yang mencatatkan kinerja positif optimistis bisa bertahan dalam jangka waktu hingga 25 tahun ke depan meski menghadapi ancaman resesi ekonomi global pada 2023.
Selengkapnya
https://t.co/1GV5Y7zU7G",theiconomic,in,pt bukalapak com tbk buka yang mencatatkan kinerja positif optimistis bisa bertahan dalam jangka waktu hinga tahun ke depan meski menghadapi ancaman resesi ekonomi global pada selengkapnya,"['pt', 'bukalapak', 'com', 'tbk', 'buka', 'catat', 'kerja', 'positif', 'optimistis', 'tahan', 'jangka', 'hinga', 'hadap', 'ancam', 'resesi', 'ekonomi', 'global', 'lengkap']",pt bukalapak com tbk buka catat kerja positif optimistis tahan jangka hinga hadap ancam resesi ekonomi global lengkap,PT Bukalapak com tbk opens a positive work record optimistic that it will last long term to face the threat of a complete global economic recession,Negative,"{'neg': 0.182, 'neu': 0.645, 'pos': 0.173, 'compound': -0.0772}"
2022-11-06 14:19:05+00:00,1589261091259174912,"RAMALAN Nostradamus: Tahun 2023 Terjadi Perang Besar, Terbunuhnya Vladimir Putin hingga Resesi Ekonomi
#Peramal
#Tahun2023
#Ramalan2023 
@SapawargaSby
@e100ss
https://t.co/UtTRFU2WPc",zona_raya,in,ramalan nostradamus tahun terjadi perang besar terbunuhnya vladimir putin hinga resesi ekonomi,"['ramal', 'nostradamus', 'perang', 'bunuh', 'vladimir', 'putin', 'hinga', 'resesi', 'ekonomi']",ramal nostradamus perang bunuh vladimir putin hinga resesi ekonomi,nostradamus prediction war kill vladimir putin to economic recession,Negative,"{'neg': 0.655, 'neu': 0.345, 'pos': 0.0, 'compound': -0.9081}"
2022-11-06 13:17:19+00:00,1589245545792798720,"Makasih banget yah yang selalu repeat order ke aku. Ditengah isu-isu menuju resesi ekonomi 2023, Corona (lagi) di Wuhan sesi 2, BBM naik, dll tetap rejeki senantiasa mengalir, thanks God.",AndrianaAmelia2,in,makasih banget yah yang selalu repeat order ke aku ditengah isuisu menuju resesi ekonomi corona lagi di wuhan sesi bm naik dl tetap rejeki senantiasa mengalir thanks god,"['makasih', 'banget', 'repeat', 'order', 'tengah', 'isuisu', 'resesi', 'ekonomi', 'corona', 'wuhan', 'sesi', 'bm', 'dl', 'rejeki', 'senantiasa', 'alir', 'thanks', 'god']",makasih banget repeat order tengah isuisu resesi ekonomi corona wuhan sesi bm dl rejeki senantiasa alir thanks god,"Thank you very much for the repeat order amidst the issues of the economic recession of the Corona Wuhan, the bm dl session of fortune always flows, thank God",Positive,"{'neg': 0.08, 'neu': 0.716, 'pos': 0.203, 'compound': 0.5106}"
2022-11-06 12:09:53+00:00,1589228577287208960,"Ancaman PHK di Tengah Isu Resesi Ekonomi 2023
https://t.co/qOWubG08gd",telisik_id,in,ancaman phk di tengah isu resesi ekonomi,"['ancam', 'phk', 'isu', 'resesi', 'ekonomi']",ancam phk isu resesi ekonomi,threat of layoffs issue of economic recession,Negative,"{'neg': 0.554, 'neu': 0.446, 'pos': 0.0, 'compound': -0.7351}"
2022-11-06 11:33:13+00:00,1589219349507997696,"Kenaikan harga BBM jelas berdampak pd sendi2 ekonomi. Inflasi &amp; resesi global didepan mata. Yg merasakan pedihnya masyarakat. @PDemokrat selalu berjuang guna meminimalisir dampak buruknya ekonomi.
Salah satunya ketua DPD Demokrat Jakarta, mas @RAMujiyono dlm pembahasan APBD 2023 https://t.co/jgPSCVslZ2",PDemokratjkt,in,kenaikan harga bm jelas berdampak pd sendi ekonomi inflasi amp resesi global didepan mata yg merasakan pedihnya masyarakat selalu berjuang guna meminimalisir dampak buruknya ekonomi salah satunya ketua dpd demokrat jakarta mas dlm pembahasan apbd,"['naik', 'harga', 'bm', 'dampak', 'pd', 'sendi', 'ekonomi', 'inflasi', 'resesi', 'global', 'depan', 'mata', 'rasa', 'pedih', 'masyarakat', 'juang', 'meminimalisir', 'dampak', 'buruk', 'ekonomi', 'salah', 'satu', 'ketua', 'dpd', 'demokrat', 'jakarta', 'mas', 'dlm', 'bahas', 'apbd']",naik harga bm dampak pd sendi ekonomi inflasi resesi global depan mata rasa pedih masyarakat juang meminimalisir dampak buruk ekonomi salah satu ketua dpd demokrat jakarta mas dlm bahas apbd,rising fuel prices impact on the economic foundation inflation global recession in front of the people's painful eyes struggle to minimize the negative economic impact one of the chairmen of the Democrat Democratic Party of Jakarta mas in discussing the regional budget,Negative,"{'neg': 0.228, 'neu': 0.72, 'pos': 0.053, 'compound': -0.8402}"
2022-11-06 10:28:30+00:00,1589203060932612096,"Kalo deeptalknya ngomongin kenaikan bbm, perang dagang, rumor resesi ekonomi 2023 ga dulu 🤝 https://t.co/wwSxI6WMmQ",peachyxcream,in,kalo deptalknya ngomongin kenaikan bm perang dagang rumor resesi ekonomi ga dulu 🤝,"['deptalknya', 'ngomongin', 'naik', 'bm', 'perang', 'dagang', 'rumor', 'resesi', 'ekonomi', '']",deptalknya ngomongin naik bm perang dagang rumor resesi ekonomi ,"the department talked about rising trade wars, rumors of an economic recession",Negative,"{'neg': 0.39, 'neu': 0.61, 'pos': 0.0, 'compound': -0.7506}"
2022-11-06 09:13:12+00:00,1589184111750836225,"Menteri Perindustrian Agus Gumiwang Kartasasmita mengatakan pemerintah akan memberikan insentif dan stimulus pada pelaku industri sebagai upaya mengantisipasi dampak resesi global yang diprediksi terjadi pada 2023.

Jokowi Gaspoll Pemulihan Ekonomi https://t.co/C5nOcwrRNl",opiik_piss,in,menteri perindustrian agus gumiwang kartasasmita mengatakan pemerintah akan memberikan insentif dan stimulus pada pelaku industri sebagai upaya mengantisipasi dampak resesi global yang diprediksi terjadi pada jokowi gaspol pemulihan ekonomi,"['menteri', 'industri', 'agus', 'gumiwang', 'kartasasmita', 'perintah', 'insentif', 'stimulus', 'laku', 'industri', 'upaya', 'antisipasi', 'dampak', 'resesi', 'global', 'prediksi', 'gaspol', 'pulih', 'ekonomi']",menteri industri agus gumiwang kartasasmita perintah insentif stimulus laku industri upaya antisipasi dampak resesi global prediksi gaspol pulih ekonomi,minister of industry agus gumiwang kartasasmita orders stimulus incentives industry behavior anticipating the impact of the global recession gaspol predicts economic recovery,Negative,"{'neg': 0.112, 'neu': 0.797, 'pos': 0.092, 'compound': -0.128}"
2022-11-06 08:07:51+00:00,1589167663842234368,"Wakil Menteri Keuangan Suahasil Nazara optimistis ekonomi Indonesia tahun 2022 tetap tumbuh positif meski di tengah ancaman resesi global. Kondisi perekonomian tahun ini yang positif membuat pemerintah yakin pertumbuhan ekonomi tahun 2023 capai 5,3%. https://t.co/2x4KbphUhN",carepucuk,in,wakil menteri keuangan suahasil nazara optimistis ekonomi indonesia tahun tetap tumbuh positif meski di tengah ancaman resesi global kondisi perekonomian tahun ini yang positif membuat pemerintah yakin pertumbuhan ekonomi tahun capai,"['wakil', 'menteri', 'uang', 'suahasil', 'nazara', 'optimistis', 'ekonomi', 'indonesia', 'tumbuh', 'positif', 'ancam', 'resesi', 'global', 'kondisi', 'ekonomi', 'positif', 'perintah', 'tumbuh', 'ekonomi', 'capai']",wakil menteri uang suahasil nazara optimistis ekonomi indonesia tumbuh positif ancam resesi global kondisi ekonomi positif perintah tumbuh ekonomi capai,"Deputy Minister of Finance, Suahasil Nazara, is optimistic that Indonesia's economy will grow positively, threatening a global recession. Positive economic conditions have achieved economic growth",Positive,"{'neg': 0.167, 'neu': 0.512, 'pos': 0.321, 'compound': 0.6908}"
2022-11-06 08:02:37+00:00,1589166349783552001,"Kepada orang kaya di seluruh Indonesia, ada pesan nih dari Kepala Staf Kepresidenan Pak Moeldoko. Belio minta semua orang kaya di negara ini untuk terus belanja biar ekonomi kita tahun 2023 baik-baik aja. 

#kuyid #moeldoko #ekonomi #resesi #resesi2023
https://t.co/VU6E2E6aDl",kuydotid,in,kepada orang kaya di seluruh indonesia ada pesan nih dari kepala staf kepresidenan pak moeldoko belio minta semua orang kaya di negara ini untuk terus belanja biar ekonomi kita tahun baikbaik aja,"['orang', 'kaya', 'indonesia', 'pesan', 'kepala', 'staf', 'presiden', 'moeldoko', 'belio', 'orang', 'kaya', 'negara', 'belanja', 'ekonomi', 'baikbaik']",orang kaya indonesia pesan kepala staf presiden moeldoko belio orang kaya negara belanja ekonomi baikbaik,Indonesia's rich people order the president's chief of staff Moeldoko Belio rich people the country spends the economy well,Positive,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.8519}"
2022-11-06 05:31:08+00:00,1589128227943223296,"3. Meski Dibayangi Resesi, Pemerintah Yakin Ekonomi 2023 Cerah https://t.co/rTI7X4B1fs",Beritasatu,in,meski dibayangi resesi pemerintah yakin ekonomi cerah,"['bayang', 'resesi', 'perintah', 'ekonomi', 'cerah']",bayang resesi perintah ekonomi cerah,the shadow of a recession commands a bright economy,Neutral,"{'neg': 0.22, 'neu': 0.551, 'pos': 0.228, 'compound': 0.0258}"
2022-11-06 02:22:51+00:00,1589080841988485120,"Ancaman Resesi 2023 terus menerus didengungkan menjadi teror massa yang menakutkan....disisi lain ekskalasi politik Pemilu terus dipanaskan menuju titik didih....dua kutub yg bertolakbelakang...resesi menuju kebangkrutan ekonomi, pemilu membuka penghamburan uang....jangan2 ...",temanmerah,in,ancaman resesi terus menerus didengungkan menjadi teror masa yang menakutkandisisi lain ekskalasi politik pemilu terus dipanaskan menuju titik didihdua kutub yg bertolakbelakangresesi menuju kebangkrutan ekonomi pemilu membuka penghamburan uangjangan,"['ancam', 'resesi', 'terus', 'dengung', 'teror', 'menakutkandisisi', 'ekskalasi', 'politik', 'milu', 'panas', 'titik', 'didihdua', 'kutub', 'bertolakbelakangresesi', 'bangkrut', 'ekonomi', 'milu', 'buka', 'hambur', 'uangjangan']",ancam resesi terus dengung teror menakutkandisisi ekskalasi politik milu panas titik didihdua kutub bertolakbelakangresesi bangkrut ekonomi milu buka hambur uangjangan,"threat of recession continues to buzz with frightening terror on the side of escalation of politics, boiling point, two polar opposites, recession, bankrupt, miluary economy, don't waste money, don't",Negative,"{'neg': 0.441, 'neu': 0.505, 'pos': 0.054, 'compound': -0.9507}"
2022-11-06 02:04:52+00:00,1589076319069167618,"PT Food Station Tjipinang Jaya, fokus memperkuat cadangan pangan prioritas untuk mengantisipasi ancaman krisis pangan dan resesi ekonomi, pada 2023 nanti.

#BacadiBJ
#BeritaJakarta
#DKIJakarta
#JAKI
#WeLoveJakarta

https://t.co/ISP0khKTeW",BeritaJakarta,in,pt fod station tjipinang jaya fokus memperkuat cadangan pangan prioritas untuk mengantisipasi ancaman krisis pangan dan resesi ekonomi pada nanti,"['pt', 'fod', 'station', 'tjipinang', 'jaya', 'fokus', 'kuat', 'cadang', 'pangan', 'prioritas', 'antisipasi', 'ancam', 'krisis', 'pangan', 'resesi', 'ekonomi']",pt fod station tjipinang jaya fokus kuat cadang pangan prioritas antisipasi ancam krisis pangan resesi ekonomi,"PT Fod Station Tjipinang Jaya has a strong focus on priority food reserves in anticipation of the threat of a food crisis, an economic recession",Negative,"{'neg': 0.294, 'neu': 0.571, 'pos': 0.134, 'compound': -0.765}"
2022-11-06 01:34:04+00:00,1589068566795616257,KOMPAS-UI Bicarakan Kebangkitan Ekonomi di Tengah Ancaman Resesi 2023 https://t.co/Um7j773ZXF #EkonomiIndonesia #Jokowi #KompasUI https://t.co/BXCvJGjRQ2,Beritabaruco,in,kompasui bicarakan kebangkitan ekonomi di tengah ancaman resesi,"['kompasui', 'bicara', 'bangkit', 'ekonomi', 'ancam', 'resesi']",kompasui bicara bangkit ekonomi ancam resesi,Kompasui talks about rising economy threatening recession,Negative,"{'neg': 0.554, 'neu': 0.446, 'pos': 0.0, 'compound': -0.7351}"
2022-11-05 12:48:55+00:00,1588876010803859457,"Menjelang 2023 konstelasi politik semakin meningkat sementara bayang2 resesi ekonomi dunia membayangi. Kita cuma bisa berharap para kandidat pilpress berikut pendukungnya mau memahami kondisi tsb dan tdk menjadikannya komoditi politik sesaat, semoga 🙏",sangkalacambang,in,menjelang konstelasi politik semakin meningkat sementara bayang resesi ekonomi dunia membayangi kita cuma bisa berharap para kandidat pilpres berikut pendukungnya mau memahami kondisi tsb dan tdk menjadikanya komoditi politik sesat semoga 🙏,"['jelang', 'konstelasi', 'politik', 'tingkat', 'bayang', 'resesi', 'ekonomi', 'dunia', 'bayang', 'harap', 'kandidat', 'pilpres', 'dukung', 'paham', 'kondisi', 'tsb', 'menjadikanya', 'komoditi', 'politik', 'sesat', 'moga', '']",jelang konstelasi politik tingkat bayang resesi ekonomi dunia bayang harap kandidat pilpres dukung paham kondisi tsb menjadikanya komoditi politik sesat moga ,"Ahead of the political constellation, the shadow level of world economic recession is in the hope that the presidential election candidates will support understanding that this condition makes it a perverted political commodity, hopefully",Positive,"{'neg': 0.144, 'neu': 0.665, 'pos': 0.19, 'compound': 0.25}"
2022-11-05 12:34:24+00:00,1588872358324232193,2023 Resesi Ekonomi? 2023 justru akan banyak OKB-OKB baru bermunculan setelah 'Big Crash' yang sering digembar-gemborkan oleh Para Elite,FajarCahyono001,in,resesi ekonomi justru akan banyak okbokb baru bermunculan setelah big crash yang sering digembargemborkan oleh para elite,"['resesi', 'ekonomi', 'okbokb', 'muncul', 'big', 'crash', 'digembargemborkan', 'elite']",resesi ekonomi okbokb muncul big crash digembargemborkan elite,okb okb economic recession appeared big crash heralded by the elite,Negative,"{'neg': 0.379, 'neu': 0.621, 'pos': 0.0, 'compound': -0.6705}"
2022-11-05 11:31:08+00:00,1588856436075134976,Benarkah 2023 Indonesia Gelap Gulita Karena Resesi dan Ekonomi Hancur? Ini Perhitungan Primbon Jawa https://t.co/PM3dFZU4Ii,showbizindocom,in,benarkah indonesia gelap gulita karena resesi dan ekonomi hancur ini perhitungan primbon jawa,"['indonesia', 'gelap', 'gulita', 'resesi', 'ekonomi', 'hancur', 'hitung', 'primbon', 'jawa']",indonesia gelap gulita resesi ekonomi hancur hitung primbon jawa,"Indonesia is pitch dark, economic recession is destroyed, count the Javanese Primbon",Negative,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.7184}"
2022-11-05 11:08:18+00:00,1588850690742693889,@SHVTHEFCK ngebahas apakah 2023 indonesia beneran resesi ekonomi,anxxoul,in,ngebahas apakah indonesia beneran resesi ekonomi,"['ngebahas', 'indonesia', 'beneran', 'resesi', 'ekonomi']",ngebahas indonesia beneran resesi ekonomi,discussing Indonesia is really an economic recession,Negative,"{'neg': 0.338, 'neu': 0.662, 'pos': 0.0, 'compound': -0.4703}"
